amdno,type,elems,lat,lon,alt,kjName,knName,enName,temp,humidity,snow,snow1h,snow6h,snow12h,snow24h,sun10m,sun1h,precipitation10m,precipitation1h,precipitation3h,precipitation24h,windDirection,wind,pressure,normalPressure,visibility,weather,temp_color
85116,C,11112010,33.266666666666666,129.87833333333333,25,伊万里,イマリ,Imari,29.0,74.0,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4.7,,,,,25〜30度以下
45148,A,11111111,35.73833333333333,140.85666666666665,20,銚子,チョウシ,Choshi,26.1,86.0,,0,0,0,0,10.0,0.5,0.0,0.0,0.0,0.0,10.0,4.0,1001.1,1004.3,19150.0,0.0,25〜30度以下
55166,C,11112000,36.67,137.42333333333335,296,上市,カミイチ,Kamiichi,29.0,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.5,6.0,1.1,,,,,25〜30度以下
43157,C,01000000,35.92,139.07,400,浦山,ウラヤマ,Urayama,,,,0,0,0,0,,,0.0,0.0,0.0,0.0,,,,,,,
35486,C,11112110,38.07833333333333,139.735,140,小国,オグニ,Oguni,25.2,93.0,,0,0,0,0,0.0,0.0,0.0,0.0,6.5,82.5,12.0,1.8,,,,,25〜30度以下
44316,C,01000000,26.635,142.16166666666666,32,母島,ハハジマ,Hahajima Island,,,,0,0,0,0,,,0.0,0.0,0.0,0.0,,,,,,,
18038,C,11112110,44.02333333333333,145.18666666666667,15,羅臼,ラウス,Rausu,16.8,100.0,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,1.6,,,,,15〜20度以下
83371,C,11112010,32.973333333333336,131.39833333333334,261,竹田,タケタ,Taketa,28.0,73.0,,0,0,0,0,0.0,0.2,0.0,0.0,0.0,0.0,12.0,2.3,,,,,25〜30度以下
17341,A,11111111,44.016666666666666,144.27833333333334,38,網走,アバシリ,Abashiri,19.0,92.0,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,2.3,996.8,1001.8,20000.0,1.0,15〜20度以下
17166,C,11112000,44.21333333333333,143.61833333333334,5,湧別,ユウベツ,Yubetsu,21.0,,,0,0,0,0,10.0,0.2,0.0,0.0,0.0,1.5,5.0,2.3,,,,,20〜25度以下
52581,C,11112000,35.346666666666664,136.62,6,大垣,オオガキ,Ogaki,28.5,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.4,,,,,25〜30度以下
35171,C,01000000,38.755,140.41333333333333,150,瀬見,セミ,Semi,,,,0,0,0,0,,,5.0,7.0,12.0,36.5,,,,,,,
33576,C,11110000,39.428333333333335,141.135,90,花巻,ハナマキ：花巻空港,Hanamaki,22.6,,,0,0,0,0,,,0.0,0.0,30.0,46.5,7.0,0.8,,,,,20〜25度以下
67151,C,11112110,34.76833333333333,132.46333333333334,399,大朝,オオアサ,Oasa,25.8,85.0,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.7,,,,,25〜30度以下
88166,C,11110000,31.803333333333335,130.71833333333333,272,溝辺,ミゾベ：鹿児島空港,Mizobe,28.4,,,0,0,0,0,,,0.0,0.0,0.0,2.0,11.0,4.1,,,,,25〜30度以下
16217,B,11111111,42.9,140.75666666666666,176,倶知安,クッチャン,Kutchan,21.3,82.0,,0,0,0,0,2.0,0.3,0.0,0.0,0.0,0.0,7.0,1.9,979.6,1001.0,20000.0,1.0,20〜25度以下
73446,C,11112010,33.25333333333333,132.675,129,近永,チカナガ,Chikanaga,29.1,71.0,,0,0,0,0,10.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,,,,,25〜30度以下
17306,C,11112100,44.053333333333335,143.54,80,遠軽,エンガル,Engaru,21.7,,,0,0,0,0,10.0,0.7,0.0,0.0,0.0,1.5,3.0,1.4,,,,,20〜25度以下
51281,C,11112010,34.845,137.21666666666667,55,蒲郡,ガマゴオリ,Gamagori,29.8,76.0,,0,0,0,0,5.0,0.3,0.0,0.0,0.0,0.0,4.0,0.6,,,,,25〜30度以下
48141,C,11112100,36.69833333333333,137.86166666666668,703,白馬,ハクバ,Hakuba,19.9,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,0.4,,,,,15〜20度以下
31602,B,11111111,40.526666666666664,141.52166666666668,27,八戸,ハチノヘ,Hachinohe,24.1,88.0,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,998.4,1001.6,20000.0,1.0,20〜25度以下
31551,C,01000000,40.53,140.555,63,大鰐,オオワニ,Owani,,,,0,0,0,0,,,0.0,0.0,0.5,1.0,,,,,,,
66221,C,11112010,34.943333333333335,133.51833333333335,393,新見,ニイミ,Niimi,26.2,76.0,,0,0,0,0,0.0,0.2,0.0,0.0,0.0,0.0,11.0,2.9,,,,,25〜30度以下
19021,C,11112100,43.61666666666667,144.45666666666668,158,川湯,カワユ,Kawayu,19.6,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,14.0,15.0,1.1,,,,,15〜20度以下
51077,C,01000000,35.22,137.66,1216,茶臼山,チャウスヤマ,Mt. Chyausu,,,,0,0,0,0,,,0.0,0.0,0.0,0.0,,,,,,,
53141,C,01000000,34.626666666666665,136.10833333333332,226,名張,ナバリ,Nabari,,,,0,0,0,0,,,0.0,0.0,0.0,0.0,,,,,,,
31411,C,01000000,40.708333333333336,141.12833333333333,57,七戸,シチノヘ,Shichinohe,,,,0,0,0,0,,,0.0,0.0,0.0,0.0,,,,,,,
32771,C,11112100,38.96,140.52833333333334,335,湯の岱,ユノタイ,Yunotai,22.0,,,0,0,0,0,0.0,0.0,0.0,2.5,6.0,61.0,12.0,1.6,,,,,20〜25度以下
19301,C,01000000,43.17333333333333,144.96666666666667,70,茶内原野,チャナイゲンヤ,Chyanaigenya,,,,0,0,0,0,,,0.0,0.0,0.0,3.0,,,,,,,
64076,C,01000000,34.52166666666667,136.15833333333333,610,曽爾,ソニ,Soni,,,,0,0,0,0,,,0.0,0.0,0.0,0.0,,,,,,,
31436,B,11111111,40.645,139.93166666666667,66,深浦,フカウラ,Fukaura,21.8,99.0,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.5,9.0,1.8,993.9,1001.7,7490.0,1.0,20〜25度以下
57106,C,01000100,35.905,136.17333333333335,32,武生,タケフ,Takefu,,,,0,0,0,0,,,0.0,0.0,0.0,0.0,,,,,,,
20356,C,11112110,43.07666666666667,142.84,178,新得,シントク,Shintoku,23.1,83.0,,0,0,0,0,10.0,0.7,0.0,0.0,0.0,0.0,6.0,0.8,,,,,20〜25度以下
23376,C,11112010,41.42333333333333,140.08666666666667,30,松前,マツマエ,Matsumae,20.6,100.0,,0,0,0,0,0.0,0.0,0.0,0.0,0.5,2.5,4.0,0.8,,,,,20〜25度以下
43266,C,11112000,35.77333333333333,139.41333333333333,119,所沢,トコロザワ,Tokorozawa,28.7,,,0,0,0,0,0.0,0.5,0.0,0.0,0.0,0.0,10.0,1.3,,,,,25〜30度以下
35376,C,11112100,38.37,140.19166666666666,133,左沢,アテラザワ,Aterazawa,22.6,,,0,0,0,0,0.0,0.0,0.0,1.0,5.5,17.0,0.0,0.2,,,,,20〜25度以下
86336,C,11112010,32.473333333333336,130.60666666666665,8,八代,ヤツシロ,Yatsushiro,27.7,89.0,,0,0,0,0,0.0,0.1,0.0,2.0,2.0,2.0,9.0,2.2,,,,,25〜30度以下
32496,C,11112100,39.526666666666664,140.23333333333332,20,大正寺,ダイショウジ,Daisho-ji,23.1,,,0,0,0,0,0.0,0.0,0.5,3.5,15.5,84.0,11.0,2.9,,,,,20〜25度以下
66481,C,11112010,34.501666666666665,133.495,0,笠岡,カサオカ,Kasaoka,29.1,69.0,,0,0,0,0,0.0,0.5,0.0,0.0,0.0,0.0,13.0,3.2,,,,,25〜30度以下
65306,C,11112010,33.638333333333335,135.71,150,西川,ニシカワ,Nishikawa,28.6,74.0,,0,0,0,0,10.0,0.9,0.0,0.0,0.0,0.0,8.0,1.5,,,,,25〜30度以下
15431,C,11112010,43.01166666666666,141.69333333333333,13,長沼,ナガヌマ,Naganuma,22.0,81.0,,0,0,0,0,2.0,0.7,0.0,0.0,0.0,0.0,9.0,0.9,,,,,20〜25度以下
41247,C,11112000,36.641666666666666,140.11666666666667,82,那須烏山,ナスカラスヤマ,Nasu-Karasuyama,27.3,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.3,,,,,25〜30度以下
69122,A,11111111,35.486666666666665,134.23833333333334,7,鳥取,トットリ,Tottori,29.9,65.0,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.5,1004.6,1006.4,20000.0,1.0,25〜30度以下
87127,C,01000000,32.516666666666666,131.335,150,諸塚,モロツカ,Morotsuka,,,,0,0,0,0,,,0.0,0.0,0.0,0.0,,,,,,,
86181,C,01000000,32.7,130.65666666666667,6,宇土,ウト,Uto,,,,0,0,0,0,,,0.0,0.0,0.0,0.0,,,,,,,
66171,C,11112010,35.068333333333335,133.75333333333333,144,久世,クセ,Kuse,25.9,87.0,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.7,,,,,25〜30度以下
68166,C,01000000,35.318333333333335,132.965,56,大東,ダイトウ,Daito,,,,0,0,0,0,,,0.0,0.0,0.0,0.0,,,,,,,
56146,C,11112110,37.03,136.99166666666667,58,七尾,ナナオ,Nanao,26.4,90.0,,0,0,0,0,0.0,0.0,0.5,1.0,1.5,11.0,9.0,2.8,,,,,25〜30度以下
87412,C,11110000,31.876666666666665,131.44833333333332,6,赤江,アカエ：宮崎空港,Akae,30.0,,,0,0,0,0,,,0.0,0.0,0.0,0.0,11.0,6.7,,,,,30〜35度以下
88392,C,01000000,31.458333333333332,130.86166666666668,89,吉ケ別府,ヨシガベップ,Yoshigabeppu,,,,0,0,0,0,,,0.0,0.0,0.0,0.0,,,,,,,
50426,C,01000000,34.9,138.925,165,湯ケ島,ユガシマ,Yugashima,,,,0,0,0,0,,,0.0,0.0,0.0,0.0,,,,,,,
43241,C,11112110,35.875,139.58666666666667,8,さいたま,サイタマ,Saitama,29.3,77.0,,0,0,0,0,0.0,0.4,0.0,0.0,0.0,0.0,14.0,0.9,,,,,25〜30度以下
33326,C,11112110,39.846666666666664,141.795,105,岩泉,イワイズミ,Iwaizumi,21.5,100.0,,0,0,0,0,0.0,0.0,0.5,1.0,15.0,20.0,2.0,0.4,,,,,20〜25度以下
84537,C,11110000,32.665,128.83166666666668,77,上大津,カミオオヅ：福江空港,Kami-Ozu,26.9,,,0,0,0,0,,,0.0,0.0,0.0,0.0,9.0,5.2,,,,,25〜30度以下
33877,B,11111111,39.06333333333333,141.71333333333334,37,大船渡,オオフナト,Ofunato,22.8,97.0,,0,0,0,0,0.0,0.0,0.5,1.0,1.0,4.0,6.0,1.1,998.9,1003.3,5200.0,7.0,20〜25度以下
65121,C,11112010,34.086666666666666,135.425,240,清水,シミズ,Shimizu,25.5,87.0,,0,0,0,0,5.0,0.1,0.0,0.0,0.0,0.0,3.0,0.5,,,,,25〜30度以下
49151,C,11112000,35.663333333333334,138.725,394,勝沼,カツヌマ,Katsunuma,24.7,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,20〜25度以下
71251,C,11112010,33.77166666666667,134.19833333333332,363,木頭,キトウ,Kito,29.3,56.0,,0,0,0,0,10.0,1.0,0.0,0.0,0.0,0.0,13.0,2.1,,,,,25〜30度以下
82056,C,11112010,33.85166666666667,130.74333333333334,20,八幡,ヤハタ,Yahata,28.9,83.0,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.7,,,,,25〜30度以下
33136,C,11112000,40.14833333333333,141.57166666666666,290,山形,ヤマガタ,Yamagata,21.2,,,0,0,0,0,0.0,0.0,0.5,5.0,8.0,9.5,0.0,0.2,,,,,20〜25度以下
52081,C,11112100,36.27333333333333,136.89666666666668,478,白川,シラカワ,Shirakawa,21.1,,,0,0,0,0,0.0,0.0,0.5,0.5,0.5,1.5,13.0,0.6,,,,,20〜25度以下
67052,C,01000000,34.928333333333335,132.83,304,君田,キミタ,Kimita,,,,0,0,0,0,,,0.0,0.0,0.0,0.0,,,,,,,
40181,C,01000000,36.333333333333336,140.03333333333333,40,門井,カドイ,Kadoi,,,,0,0,0,0,,,0.0,0.0,0.0,0.0,,,,,,,
74271,C,11112010,33.48833333333334,133.93333333333334,6,安芸,アキ,Aki,29.6,82.0,,0,0,0,0,2.0,0.5,0.0,0.0,0.0,0.0,8.0,0.8,,,,,25〜30度以下
48601,C,01000000,35.87166666666667,137.50333333333333,2195,御嶽山,オンタケサン,Mt.Ontakesan,,,,0,0,0,0,,,0.0,0.0,0.0,0.0,,,,,,,
63461,C,11112010,34.776666666666664,135.01333333333332,145,三木,ミキ,Miki,28.5,76.0,,0,0,0,0,10.0,0.8,0.0,0.0,0.0,0.0,9.0,2.4,,,,,25〜30度以下
