date,year,date_x_axis,date_jp,category,heat_points
2017-11-17,2017,2000-11-17,2017年11月17日,over35,0.0
2017-11-18,2017,2000-11-18,2017年11月18日,over35,0.0
2017-11-19,2017,2000-11-19,2017年11月19日,over35,0.0
2017-11-20,2017,2000-11-20,2017年11月20日,over35,0.0
2017-11-21,2017,2000-11-21,2017年11月21日,over35,0.0
2017-11-22,2017,2000-11-22,2017年11月22日,over35,0.0
2017-11-23,2017,2000-11-23,2017年11月23日,over35,0.0
2017-11-24,2017,2000-11-24,2017年11月24日,over35,0.0
2017-11-25,2017,2000-11-25,2017年11月25日,over35,0.0
2017-11-26,2017,2000-11-26,2017年11月26日,over35,0.0
2017-11-27,2017,2000-11-27,2017年11月27日,over35,0.0
2017-11-28,2017,2000-11-28,2017年11月28日,over35,0.0
2017-11-29,2017,2000-11-29,2017年11月29日,over35,0.0
2017-11-30,2017,2000-11-30,2017年11月30日,over35,0.0
2017-12-01,2017,2000-12-01,2017年12月1日,over35,0.0
2017-12-02,2017,2000-12-02,2017年12月2日,over35,0.0
2017-12-03,2017,2000-12-03,2017年12月3日,over35,0.0
2017-12-04,2017,2000-12-04,2017年12月4日,over35,0.0
2017-12-05,2017,2000-12-05,2017年12月5日,over35,0.0
2017-12-06,2017,2000-12-06,2017年12月6日,over35,0.0
2017-12-07,2017,2000-12-07,2017年12月7日,over35,0.0
2017-12-08,2017,2000-12-08,2017年12月8日,over35,0.0
2017-12-09,2017,2000-12-09,2017年12月9日,over35,0.0
2017-12-10,2017,2000-12-10,2017年12月10日,over35,0.0
2017-12-11,2017,2000-12-11,2017年12月11日,over35,0.0
2017-12-12,2017,2000-12-12,2017年12月12日,over35,0.0
2017-12-13,2017,2000-12-13,2017年12月13日,over35,0.0
2017-12-14,2017,2000-12-14,2017年12月14日,over35,0.0
2017-12-15,2017,2000-12-15,2017年12月15日,over35,0.0
2017-12-16,2017,2000-12-16,2017年12月16日,over35,0.0
2017-12-17,2017,2000-12-17,2017年12月17日,over35,0.0
2017-12-18,2017,2000-12-18,2017年12月18日,over35,0.0
2017-12-19,2017,2000-12-19,2017年12月19日,over35,0.0
2017-12-20,2017,2000-12-20,2017年12月20日,over35,0.0
2017-12-21,2017,2000-12-21,2017年12月21日,over35,0.0
2017-12-22,2017,2000-12-22,2017年12月22日,over35,0.0
2017-12-23,2017,2000-12-23,2017年12月23日,over35,0.0
2017-12-24,2017,2000-12-24,2017年12月24日,over35,0.0
2017-12-25,2017,2000-12-25,2017年12月25日,over35,0.0
2017-12-26,2017,2000-12-26,2017年12月26日,over35,0.0
2017-12-27,2017,2000-12-27,2017年12月27日,over35,0.0
2017-12-28,2017,2000-12-28,2017年12月28日,over35,0.0
2017-12-29,2017,2000-12-29,2017年12月29日,over35,0.0
2017-12-30,2017,2000-12-30,2017年12月30日,over35,0.0
2017-12-31,2017,2000-12-31,2017年12月31日,over35,0.0
2018-01-01,2018,2000-01-01,2018年1月1日,over35,0.0
2018-01-02,2018,2000-01-02,2018年1月2日,over35,0.0
2018-01-03,2018,2000-01-03,2018年1月3日,over35,0.0
2018-01-04,2018,2000-01-04,2018年1月4日,over35,0.0
2018-01-05,2018,2000-01-05,2018年1月5日,over35,0.0
2018-01-06,2018,2000-01-06,2018年1月6日,over35,0.0
2018-01-07,2018,2000-01-07,2018年1月7日,over35,0.0
2018-01-08,2018,2000-01-08,2018年1月8日,over35,0.0
2018-01-09,2018,2000-01-09,2018年1月9日,over35,0.0
2018-01-10,2018,2000-01-10,2018年1月10日,over35,0.0
2018-01-11,2018,2000-01-11,2018年1月11日,over35,0.0
2018-01-12,2018,2000-01-12,2018年1月12日,over35,0.0
2018-01-13,2018,2000-01-13,2018年1月13日,over35,0.0
2018-01-14,2018,2000-01-14,2018年1月14日,over35,0.0
2018-01-15,2018,2000-01-15,2018年1月15日,over35,0.0
2018-01-16,2018,2000-01-16,2018年1月16日,over35,0.0
2018-01-17,2018,2000-01-17,2018年1月17日,over35,0.0
2018-01-18,2018,2000-01-18,2018年1月18日,over35,0.0
2018-01-19,2018,2000-01-19,2018年1月19日,over35,0.0
2018-01-20,2018,2000-01-20,2018年1月20日,over35,0.0
2018-01-21,2018,2000-01-21,2018年1月21日,over35,0.0
2018-01-22,2018,2000-01-22,2018年1月22日,over35,0.0
2018-01-23,2018,2000-01-23,2018年1月23日,over35,0.0
2018-01-24,2018,2000-01-24,2018年1月24日,over35,0.0
2018-01-25,2018,2000-01-25,2018年1月25日,over35,0.0
2018-01-26,2018,2000-01-26,2018年1月26日,over35,0.0
2018-01-27,2018,2000-01-27,2018年1月27日,over35,0.0
2018-01-28,2018,2000-01-28,2018年1月28日,over35,0.0
2018-01-29,2018,2000-01-29,2018年1月29日,over35,0.0
2018-01-30,2018,2000-01-30,2018年1月30日,over35,0.0
2018-01-31,2018,2000-01-31,2018年1月31日,over35,0.0
2018-02-01,2018,2000-02-01,2018年2月1日,over35,0.0
2018-02-02,2018,2000-02-02,2018年2月2日,over35,0.0
2018-02-03,2018,2000-02-03,2018年2月3日,over35,0.0
2018-02-04,2018,2000-02-04,2018年2月4日,over35,0.0
2018-02-05,2018,2000-02-05,2018年2月5日,over35,0.0
2018-02-06,2018,2000-02-06,2018年2月6日,over35,0.0
2018-02-07,2018,2000-02-07,2018年2月7日,over35,0.0
2018-02-08,2018,2000-02-08,2018年2月8日,over35,0.0
2018-02-09,2018,2000-02-09,2018年2月9日,over35,0.0
2018-02-10,2018,2000-02-10,2018年2月10日,over35,0.0
2018-02-11,2018,2000-02-11,2018年2月11日,over35,0.0
2018-02-12,2018,2000-02-12,2018年2月12日,over35,0.0
2018-02-13,2018,2000-02-13,2018年2月13日,over35,0.0
2018-02-14,2018,2000-02-14,2018年2月14日,over35,0.0
2018-02-15,2018,2000-02-15,2018年2月15日,over35,0.0
2018-02-16,2018,2000-02-16,2018年2月16日,over35,0.0
2018-02-17,2018,2000-02-17,2018年2月17日,over35,0.0
2018-02-18,2018,2000-02-18,2018年2月18日,over35,0.0
2018-02-19,2018,2000-02-19,2018年2月19日,over35,0.0
2018-02-20,2018,2000-02-20,2018年2月20日,over35,0.0
2018-02-21,2018,2000-02-21,2018年2月21日,over35,0.0
2018-02-22,2018,2000-02-22,2018年2月22日,over35,0.0
2018-02-23,2018,2000-02-23,2018年2月23日,over35,0.0
2018-02-24,2018,2000-02-24,2018年2月24日,over35,0.0
2018-02-25,2018,2000-02-25,2018年2月25日,over35,0.0
2018-02-26,2018,2000-02-26,2018年2月26日,over35,0.0
2018-02-27,2018,2000-02-27,2018年2月27日,over35,0.0
2018-02-28,2018,2000-02-28,2018年2月28日,over35,0.0
2018-03-01,2018,2000-03-01,2018年3月1日,over35,0.0
2018-03-02,2018,2000-03-02,2018年3月2日,over35,0.0
2018-03-03,2018,2000-03-03,2018年3月3日,over35,0.0
2018-03-04,2018,2000-03-04,2018年3月4日,over35,0.0
2018-03-05,2018,2000-03-05,2018年3月5日,over35,0.0
2018-03-06,2018,2000-03-06,2018年3月6日,over35,0.0
2018-03-07,2018,2000-03-07,2018年3月7日,over35,0.0
2018-03-08,2018,2000-03-08,2018年3月8日,over35,0.0
2018-03-09,2018,2000-03-09,2018年3月9日,over35,0.0
2018-03-10,2018,2000-03-10,2018年3月10日,over35,0.0
2018-03-11,2018,2000-03-11,2018年3月11日,over35,0.0
2018-03-12,2018,2000-03-12,2018年3月12日,over35,0.0
2018-03-13,2018,2000-03-13,2018年3月13日,over35,0.0
2018-03-14,2018,2000-03-14,2018年3月14日,over35,0.0
2018-03-15,2018,2000-03-15,2018年3月15日,over35,0.0
2018-03-16,2018,2000-03-16,2018年3月16日,over35,0.0
2018-03-17,2018,2000-03-17,2018年3月17日,over35,0.0
2018-03-18,2018,2000-03-18,2018年3月18日,over35,0.0
2018-03-19,2018,2000-03-19,2018年3月19日,over35,0.0
2018-03-20,2018,2000-03-20,2018年3月20日,over35,0.0
2018-03-21,2018,2000-03-21,2018年3月21日,over35,0.0
2018-03-22,2018,2000-03-22,2018年3月22日,over35,0.0
2018-03-23,2018,2000-03-23,2018年3月23日,over35,0.0
2018-03-24,2018,2000-03-24,2018年3月24日,over35,0.0
2018-03-25,2018,2000-03-25,2018年3月25日,over35,0.0
2018-03-26,2018,2000-03-26,2018年3月26日,over35,0.0
2018-03-27,2018,2000-03-27,2018年3月27日,over35,0.0
2018-03-28,2018,2000-03-28,2018年3月28日,over35,0.0
2018-03-29,2018,2000-03-29,2018年3月29日,over35,0.0
2018-03-30,2018,2000-03-30,2018年3月30日,over35,0.0
2018-03-31,2018,2000-03-31,2018年3月31日,over35,0.0
2018-04-01,2018,2000-04-01,2018年4月1日,over35,0.0
2018-04-02,2018,2000-04-02,2018年4月2日,over35,0.0
2018-04-03,2018,2000-04-03,2018年4月3日,over35,0.0
2018-04-04,2018,2000-04-04,2018年4月4日,over35,0.0
2018-04-05,2018,2000-04-05,2018年4月5日,over35,0.0
2018-04-06,2018,2000-04-06,2018年4月6日,over35,0.0
2018-04-07,2018,2000-04-07,2018年4月7日,over35,0.0
2018-04-08,2018,2000-04-08,2018年4月8日,over35,0.0
2018-04-09,2018,2000-04-09,2018年4月9日,over35,0.0
2018-04-10,2018,2000-04-10,2018年4月10日,over35,0.0
2018-04-11,2018,2000-04-11,2018年4月11日,over35,0.0
2018-04-12,2018,2000-04-12,2018年4月12日,over35,0.0
2018-04-13,2018,2000-04-13,2018年4月13日,over35,0.0
2018-04-14,2018,2000-04-14,2018年4月14日,over35,0.0
2018-04-15,2018,2000-04-15,2018年4月15日,over35,0.0
2018-04-16,2018,2000-04-16,2018年4月16日,over35,0.0
2018-04-17,2018,2000-04-17,2018年4月17日,over35,0.0
2018-04-18,2018,2000-04-18,2018年4月18日,over35,0.0
2018-04-19,2018,2000-04-19,2018年4月19日,over35,0.0
2018-04-20,2018,2000-04-20,2018年4月20日,over35,0.0
2018-04-21,2018,2000-04-21,2018年4月21日,over35,0.0
2018-04-22,2018,2000-04-22,2018年4月22日,over35,0.0
2018-04-23,2018,2000-04-23,2018年4月23日,over35,0.0
2018-04-24,2018,2000-04-24,2018年4月24日,over35,0.0
2018-04-25,2018,2000-04-25,2018年4月25日,over35,0.0
2018-04-26,2018,2000-04-26,2018年4月26日,over35,0.0
2018-04-27,2018,2000-04-27,2018年4月27日,over35,0.0
2018-04-28,2018,2000-04-28,2018年4月28日,over35,0.0
2018-04-29,2018,2000-04-29,2018年4月29日,over35,0.0
2018-04-30,2018,2000-04-30,2018年4月30日,over35,0.0
2018-05-01,2018,2000-05-01,2018年5月1日,over35,0.0
2018-05-02,2018,2000-05-02,2018年5月2日,over35,0.0
2018-05-03,2018,2000-05-03,2018年5月3日,over35,0.0
2018-05-04,2018,2000-05-04,2018年5月4日,over35,0.0
2018-05-05,2018,2000-05-05,2018年5月5日,over35,0.0
2018-05-06,2018,2000-05-06,2018年5月6日,over35,0.0
2018-05-07,2018,2000-05-07,2018年5月7日,over35,0.0
2018-05-08,2018,2000-05-08,2018年5月8日,over35,0.0
2018-05-09,2018,2000-05-09,2018年5月9日,over35,0.0
2018-05-10,2018,2000-05-10,2018年5月10日,over35,0.0
2018-05-11,2018,2000-05-11,2018年5月11日,over35,0.0
2018-05-12,2018,2000-05-12,2018年5月12日,over35,0.0
2018-05-13,2018,2000-05-13,2018年5月13日,over35,0.0
2018-05-14,2018,2000-05-14,2018年5月14日,over35,0.0
2018-05-15,2018,2000-05-15,2018年5月15日,over35,0.0
2018-05-16,2018,2000-05-16,2018年5月16日,over35,0.0
2018-05-17,2018,2000-05-17,2018年5月17日,over35,0.0
2018-05-18,2018,2000-05-18,2018年5月18日,over35,0.0
2018-05-19,2018,2000-05-19,2018年5月19日,over35,0.0
2018-05-20,2018,2000-05-20,2018年5月20日,over35,0.0
2018-05-21,2018,2000-05-21,2018年5月21日,over35,0.0
2018-05-22,2018,2000-05-22,2018年5月22日,over35,0.0
2018-05-23,2018,2000-05-23,2018年5月23日,over35,0.0
2018-05-24,2018,2000-05-24,2018年5月24日,over35,0.0
2018-05-25,2018,2000-05-25,2018年5月25日,over35,0.0
2018-05-26,2018,2000-05-26,2018年5月26日,over35,0.0
2018-05-27,2018,2000-05-27,2018年5月27日,over35,0.0
2018-05-28,2018,2000-05-28,2018年5月28日,over35,0.0
2018-05-29,2018,2000-05-29,2018年5月29日,over35,0.0
2018-05-30,2018,2000-05-30,2018年5月30日,over35,0.0
2018-05-31,2018,2000-05-31,2018年5月31日,over35,0.0
2018-06-01,2018,2000-06-01,2018年6月1日,over35,0.0
2018-06-02,2018,2000-06-02,2018年6月2日,over35,0.0
2018-06-03,2018,2000-06-03,2018年6月3日,over35,0.0
2018-06-04,2018,2000-06-04,2018年6月4日,over35,0.0
2018-06-05,2018,2000-06-05,2018年6月5日,over35,0.0
2018-06-06,2018,2000-06-06,2018年6月6日,over35,0.0
2018-06-07,2018,2000-06-07,2018年6月7日,over35,0.0
2018-06-08,2018,2000-06-08,2018年6月8日,over35,0.0
2018-06-09,2018,2000-06-09,2018年6月9日,over35,0.0
2018-06-10,2018,2000-06-10,2018年6月10日,over35,0.0
2018-06-11,2018,2000-06-11,2018年6月11日,over35,0.0
2018-06-12,2018,2000-06-12,2018年6月12日,over35,0.0
2018-06-13,2018,2000-06-13,2018年6月13日,over35,0.0
2018-06-14,2018,2000-06-14,2018年6月14日,over35,0.0
2018-06-15,2018,2000-06-15,2018年6月15日,over35,0.0
2018-06-16,2018,2000-06-16,2018年6月16日,over35,0.0
2018-06-17,2018,2000-06-17,2018年6月17日,over35,0.0
2018-06-18,2018,2000-06-18,2018年6月18日,over35,0.0
2018-06-19,2018,2000-06-19,2018年6月19日,over35,0.0
2018-06-20,2018,2000-06-20,2018年6月20日,over35,0.0
2018-06-21,2018,2000-06-21,2018年6月21日,over35,0.0
2018-06-22,2018,2000-06-22,2018年6月22日,over35,0.0
2018-06-23,2018,2000-06-23,2018年6月23日,over35,0.0
2018-06-24,2018,2000-06-24,2018年6月24日,over35,0.0
2018-06-25,2018,2000-06-25,2018年6月25日,over35,10.0
2018-06-26,2018,2000-06-26,2018年6月26日,over35,0.0
2018-06-27,2018,2000-06-27,2018年6月27日,over35,8.0
2018-06-28,2018,2000-06-28,2018年6月28日,over35,2.0
2018-06-29,2018,2000-06-29,2018年6月29日,over35,32.0
2018-06-30,2018,2000-06-30,2018年6月30日,over35,26.0
2018-07-01,2018,2000-07-01,2018年7月1日,over35,36.0
2018-07-02,2018,2000-07-02,2018年7月2日,over35,61.0
2018-07-03,2018,2000-07-03,2018年7月3日,over35,23.0
2018-07-04,2018,2000-07-04,2018年7月4日,over35,1.0
2018-07-05,2018,2000-07-05,2018年7月5日,over35,0.0
2018-07-06,2018,2000-07-06,2018年7月6日,over35,0.0
2018-07-07,2018,2000-07-07,2018年7月7日,over35,0.0
2018-07-08,2018,2000-07-08,2018年7月8日,over35,0.0
2018-07-09,2018,2000-07-09,2018年7月9日,over35,5.0
2018-07-10,2018,2000-07-10,2018年7月10日,over35,32.0
2018-07-11,2018,2000-07-11,2018年7月11日,over35,30.0
2018-07-12,2018,2000-07-12,2018年7月12日,over35,20.0
2018-07-13,2018,2000-07-13,2018年7月13日,over35,48.0
2018-07-14,2018,2000-07-14,2018年7月14日,over35,161.0
2018-07-15,2018,2000-07-15,2018年7月15日,over35,200.0
2018-07-16,2018,2000-07-16,2018年7月16日,over35,186.0
2018-07-17,2018,2000-07-17,2018年7月17日,over35,149.0
2018-07-18,2018,2000-07-18,2018年7月18日,over35,190.0
2018-07-19,2018,2000-07-19,2018年7月19日,over35,206.0
2018-07-20,2018,2000-07-20,2018年7月20日,over35,201.0
2018-07-21,2018,2000-07-21,2018年7月21日,over35,179.0
2018-07-22,2018,2000-07-22,2018年7月22日,over35,237.0
2018-07-23,2018,2000-07-23,2018年7月23日,over35,241.0
2018-07-24,2018,2000-07-24,2018年7月24日,over35,211.0
2018-07-25,2018,2000-07-25,2018年7月25日,over35,170.0
2018-07-26,2018,2000-07-26,2018年7月26日,over35,153.0
2018-07-27,2018,2000-07-27,2018年7月27日,over35,59.0
2018-07-28,2018,2000-07-28,2018年7月28日,over35,40.0
2018-07-29,2018,2000-07-29,2018年7月29日,over35,77.0
2018-07-30,2018,2000-07-30,2018年7月30日,over35,97.0
2018-07-31,2018,2000-07-31,2018年7月31日,over35,114.0
2018-08-01,2018,2000-08-01,2018年8月1日,over35,200.0
2018-08-02,2018,2000-08-02,2018年8月2日,over35,194.0
2018-08-03,2018,2000-08-03,2018年8月3日,over35,198.0
2018-08-04,2018,2000-08-04,2018年8月4日,over35,201.0
2018-08-05,2018,2000-08-05,2018年8月5日,over35,256.0
2018-08-06,2018,2000-08-06,2018年8月6日,over35,177.0
2018-08-07,2018,2000-08-07,2018年8月7日,over35,80.0
2018-08-08,2018,2000-08-08,2018年8月8日,over35,75.0
2018-08-09,2018,2000-08-09,2018年8月9日,over35,57.0
2018-08-10,2018,2000-08-10,2018年8月10日,over35,81.0
2018-08-11,2018,2000-08-11,2018年8月11日,over35,92.0
2018-08-12,2018,2000-08-12,2018年8月12日,over35,121.0
2018-08-13,2018,2000-08-13,2018年8月13日,over35,155.0
2018-08-14,2018,2000-08-14,2018年8月14日,over35,187.0
2018-08-15,2018,2000-08-15,2018年8月15日,over35,48.0
2018-08-16,2018,2000-08-16,2018年8月16日,over35,3.0
2018-08-17,2018,2000-08-17,2018年8月17日,over35,0.0
2018-08-18,2018,2000-08-18,2018年8月18日,over35,0.0
2018-08-19,2018,2000-08-19,2018年8月19日,over35,6.0
2018-08-20,2018,2000-08-20,2018年8月20日,over35,6.0
2018-08-21,2018,2000-08-21,2018年8月21日,over35,127.0
2018-08-22,2018,2000-08-22,2018年8月22日,over35,237.0
2018-08-23,2018,2000-08-23,2018年8月23日,over35,186.0
2018-08-24,2018,2000-08-24,2018年8月24日,over35,72.0
2018-08-25,2018,2000-08-25,2018年8月25日,over35,118.0
2018-08-26,2018,2000-08-26,2018年8月26日,over35,160.0
2018-08-27,2018,2000-08-27,2018年8月27日,over35,95.0
2018-08-28,2018,2000-08-28,2018年8月28日,over35,29.0
2018-08-29,2018,2000-08-29,2018年8月29日,over35,46.0
2018-08-30,2018,2000-08-30,2018年8月30日,over35,20.0
2018-08-31,2018,2000-08-31,2018年8月31日,over35,47.0
2018-09-01,2018,2000-09-01,2018年9月1日,over35,0.0
2018-09-02,2018,2000-09-02,2018年9月2日,over35,0.0
2018-09-03,2018,2000-09-03,2018年9月3日,over35,2.0
2018-09-04,2018,2000-09-04,2018年9月4日,over35,2.0
2018-09-05,2018,2000-09-05,2018年9月5日,over35,0.0
2018-09-06,2018,2000-09-06,2018年9月6日,over35,0.0
2018-09-07,2018,2000-09-07,2018年9月7日,over35,0.0
2018-09-08,2018,2000-09-08,2018年9月8日,over35,0.0
2018-09-09,2018,2000-09-09,2018年9月9日,over35,0.0
2018-09-10,2018,2000-09-10,2018年9月10日,over35,0.0
2018-09-11,2018,2000-09-11,2018年9月11日,over35,0.0
2018-09-12,2018,2000-09-12,2018年9月12日,over35,0.0
2018-09-13,2018,2000-09-13,2018年9月13日,over35,0.0
2018-09-14,2018,2000-09-14,2018年9月14日,over35,0.0
2018-09-15,2018,2000-09-15,2018年9月15日,over35,0.0
2018-09-16,2018,2000-09-16,2018年9月16日,over35,0.0
2018-09-17,2018,2000-09-17,2018年9月17日,over35,0.0
2018-09-18,2018,2000-09-18,2018年9月18日,over35,0.0
2018-09-19,2018,2000-09-19,2018年9月19日,over35,0.0
2018-09-20,2018,2000-09-20,2018年9月20日,over35,0.0
2018-09-21,2018,2000-09-21,2018年9月21日,over35,0.0
2018-09-22,2018,2000-09-22,2018年9月22日,over35,0.0
2018-09-23,2018,2000-09-23,2018年9月23日,over35,0.0
2018-09-24,2018,2000-09-24,2018年9月24日,over35,0.0
2018-09-25,2018,2000-09-25,2018年9月25日,over35,0.0
2018-09-26,2018,2000-09-26,2018年9月26日,over35,0.0
2018-09-27,2018,2000-09-27,2018年9月27日,over35,0.0
2018-09-28,2018,2000-09-28,2018年9月28日,over35,0.0
2018-09-29,2018,2000-09-29,2018年9月29日,over35,0.0
2018-09-30,2018,2000-09-30,2018年9月30日,over35,0.0
2018-10-01,2018,2000-10-01,2018年10月1日,over35,0.0
2018-10-02,2018,2000-10-02,2018年10月2日,over35,0.0
2018-10-03,2018,2000-10-03,2018年10月3日,over35,0.0
2018-10-04,2018,2000-10-04,2018年10月4日,over35,0.0
2018-10-05,2018,2000-10-05,2018年10月5日,over35,0.0
2018-10-06,2018,2000-10-06,2018年10月6日,over35,4.0
2018-10-07,2018,2000-10-07,2018年10月7日,over35,0.0
2018-10-08,2018,2000-10-08,2018年10月8日,over35,0.0
2018-10-09,2018,2000-10-09,2018年10月9日,over35,0.0
2018-10-10,2018,2000-10-10,2018年10月10日,over35,0.0
2018-10-11,2018,2000-10-11,2018年10月11日,over35,0.0
2018-10-12,2018,2000-10-12,2018年10月12日,over35,0.0
2018-10-13,2018,2000-10-13,2018年10月13日,over35,0.0
2018-10-14,2018,2000-10-14,2018年10月14日,over35,0.0
2018-10-15,2018,2000-10-15,2018年10月15日,over35,0.0
2018-10-16,2018,2000-10-16,2018年10月16日,over35,0.0
2018-10-17,2018,2000-10-17,2018年10月17日,over35,0.0
2018-10-18,2018,2000-10-18,2018年10月18日,over35,0.0
2018-10-19,2018,2000-10-19,2018年10月19日,over35,0.0
2018-10-20,2018,2000-10-20,2018年10月20日,over35,0.0
2018-10-21,2018,2000-10-21,2018年10月21日,over35,0.0
2018-10-22,2018,2000-10-22,2018年10月22日,over35,0.0
2018-10-23,2018,2000-10-23,2018年10月23日,over35,0.0
2018-10-24,2018,2000-10-24,2018年10月24日,over35,0.0
2018-10-25,2018,2000-10-25,2018年10月25日,over35,0.0
2018-10-26,2018,2000-10-26,2018年10月26日,over35,0.0
2018-10-27,2018,2000-10-27,2018年10月27日,over35,0.0
2018-10-28,2018,2000-10-28,2018年10月28日,over35,0.0
2018-10-29,2018,2000-10-29,2018年10月29日,over35,0.0
2018-10-30,2018,2000-10-30,2018年10月30日,over35,0.0
2018-10-31,2018,2000-10-31,2018年10月31日,over35,0.0
2018-11-01,2018,2000-11-01,2018年11月1日,over35,0.0
2018-11-02,2018,2000-11-02,2018年11月2日,over35,0.0
2018-11-03,2018,2000-11-03,2018年11月3日,over35,0.0
2018-11-04,2018,2000-11-04,2018年11月4日,over35,0.0
2018-11-05,2018,2000-11-05,2018年11月5日,over35,0.0
2018-11-06,2018,2000-11-06,2018年11月6日,over35,0.0
2018-11-07,2018,2000-11-07,2018年11月7日,over35,0.0
2018-11-08,2018,2000-11-08,2018年11月8日,over35,0.0
2018-11-09,2018,2000-11-09,2018年11月9日,over35,0.0
2018-11-10,2018,2000-11-10,2018年11月10日,over35,0.0
2018-11-11,2018,2000-11-11,2018年11月11日,over35,0.0
2018-11-12,2018,2000-11-12,2018年11月12日,over35,0.0
2018-11-13,2018,2000-11-13,2018年11月13日,over35,0.0
2018-11-14,2018,2000-11-14,2018年11月14日,over35,0.0
2018-11-15,2018,2000-11-15,2018年11月15日,over35,0.0
2018-11-16,2018,2000-11-16,2018年11月16日,over35,0.0
2018-11-17,2018,2000-11-17,2018年11月17日,over35,0.0
2018-11-18,2018,2000-11-18,2018年11月18日,over35,0.0
2018-11-19,2018,2000-11-19,2018年11月19日,over35,0.0
2018-11-20,2018,2000-11-20,2018年11月20日,over35,0.0
2018-11-21,2018,2000-11-21,2018年11月21日,over35,0.0
2018-11-22,2018,2000-11-22,2018年11月22日,over35,0.0
2018-11-23,2018,2000-11-23,2018年11月23日,over35,0.0
2018-11-24,2018,2000-11-24,2018年11月24日,over35,0.0
2018-11-25,2018,2000-11-25,2018年11月25日,over35,0.0
2018-11-26,2018,2000-11-26,2018年11月26日,over35,0.0
2018-11-27,2018,2000-11-27,2018年11月27日,over35,0.0
2018-11-28,2018,2000-11-28,2018年11月28日,over35,0.0
2018-11-29,2018,2000-11-29,2018年11月29日,over35,0.0
2018-11-30,2018,2000-11-30,2018年11月30日,over35,0.0
2018-12-01,2018,2000-12-01,2018年12月1日,over35,0.0
2018-12-02,2018,2000-12-02,2018年12月2日,over35,0.0
2018-12-03,2018,2000-12-03,2018年12月3日,over35,0.0
2018-12-04,2018,2000-12-04,2018年12月4日,over35,0.0
2018-12-05,2018,2000-12-05,2018年12月5日,over35,0.0
2018-12-06,2018,2000-12-06,2018年12月6日,over35,0.0
2018-12-07,2018,2000-12-07,2018年12月7日,over35,0.0
2018-12-08,2018,2000-12-08,2018年12月8日,over35,0.0
2018-12-09,2018,2000-12-09,2018年12月9日,over35,0.0
2018-12-10,2018,2000-12-10,2018年12月10日,over35,0.0
2018-12-11,2018,2000-12-11,2018年12月11日,over35,0.0
2018-12-12,2018,2000-12-12,2018年12月12日,over35,0.0
2018-12-13,2018,2000-12-13,2018年12月13日,over35,0.0
2018-12-14,2018,2000-12-14,2018年12月14日,over35,0.0
2018-12-15,2018,2000-12-15,2018年12月15日,over35,0.0
2018-12-16,2018,2000-12-16,2018年12月16日,over35,0.0
2018-12-17,2018,2000-12-17,2018年12月17日,over35,0.0
2018-12-18,2018,2000-12-18,2018年12月18日,over35,0.0
2018-12-19,2018,2000-12-19,2018年12月19日,over35,0.0
2018-12-20,2018,2000-12-20,2018年12月20日,over35,0.0
2018-12-21,2018,2000-12-21,2018年12月21日,over35,0.0
2018-12-22,2018,2000-12-22,2018年12月22日,over35,0.0
2018-12-23,2018,2000-12-23,2018年12月23日,over35,0.0
2018-12-24,2018,2000-12-24,2018年12月24日,over35,0.0
2018-12-25,2018,2000-12-25,2018年12月25日,over35,0.0
2018-12-26,2018,2000-12-26,2018年12月26日,over35,0.0
2018-12-27,2018,2000-12-27,2018年12月27日,over35,0.0
2018-12-28,2018,2000-12-28,2018年12月28日,over35,0.0
2018-12-29,2018,2000-12-29,2018年12月29日,over35,0.0
2018-12-30,2018,2000-12-30,2018年12月30日,over35,0.0
2018-12-31,2018,2000-12-31,2018年12月31日,over35,0.0
2019-01-01,2019,2000-01-01,2019年1月1日,over35,0.0
2019-01-02,2019,2000-01-02,2019年1月2日,over35,0.0
2019-01-03,2019,2000-01-03,2019年1月3日,over35,0.0
2019-01-04,2019,2000-01-04,2019年1月4日,over35,0.0
2019-01-05,2019,2000-01-05,2019年1月5日,over35,0.0
2019-01-06,2019,2000-01-06,2019年1月6日,over35,0.0
2019-01-07,2019,2000-01-07,2019年1月7日,over35,0.0
2019-01-08,2019,2000-01-08,2019年1月8日,over35,0.0
2019-01-09,2019,2000-01-09,2019年1月9日,over35,0.0
2019-01-10,2019,2000-01-10,2019年1月10日,over35,0.0
2019-01-11,2019,2000-01-11,2019年1月11日,over35,0.0
2019-01-12,2019,2000-01-12,2019年1月12日,over35,0.0
2019-01-13,2019,2000-01-13,2019年1月13日,over35,0.0
2019-01-14,2019,2000-01-14,2019年1月14日,over35,0.0
2019-01-15,2019,2000-01-15,2019年1月15日,over35,0.0
2019-01-16,2019,2000-01-16,2019年1月16日,over35,0.0
2019-01-17,2019,2000-01-17,2019年1月17日,over35,0.0
2019-01-18,2019,2000-01-18,2019年1月18日,over35,0.0
2019-01-19,2019,2000-01-19,2019年1月19日,over35,0.0
2019-01-20,2019,2000-01-20,2019年1月20日,over35,0.0
2019-01-21,2019,2000-01-21,2019年1月21日,over35,0.0
2019-01-22,2019,2000-01-22,2019年1月22日,over35,0.0
2019-01-23,2019,2000-01-23,2019年1月23日,over35,0.0
2019-01-24,2019,2000-01-24,2019年1月24日,over35,0.0
2019-01-25,2019,2000-01-25,2019年1月25日,over35,0.0
2019-01-26,2019,2000-01-26,2019年1月26日,over35,0.0
