観測所番号,都道府県,地点,国際地点番号,現在時刻(年),現在時刻(月),現在時刻(日),現在時刻(時),現在時刻(分),30日の最高気温(℃),30日の最高気温の品質情報,30日の最高気温起時（時）,30日の最高気温起時（分）,30日の最高気温起時の品質情報,平年差（℃）,前日差（℃）,該当旬（月）,該当旬（旬）,極値更新,10年未満での極値更新,今年最高,今年の最高気温（℃)（29日まで）,今年の最高気温（29日まで）の品質情報,今年の最高気温（29日まで）を観測した起日（年）,今年の最高気温（29日まで）を観測した起日（月）,今年の最高気温（29日まで）を観測した起日（日）,29日までの観測史上1位の値（℃）,29日までの観測史上1位の値の品質情報,29日までの観測史上1位の値を観測した起日（年）,29日までの観測史上1位の値を観測した起日（月）,29日までの観測史上1位の値を観測した起日（日）,29日までの7月の1位の値,29日までの7月の1位の値の品質情報,29日までの7月の1位の値の起日（年）,29日までの7月の1位の値の起日（月）,29日までの7月の1位の値の起日（日）,統計開始年,date
15356,北海道空知地方,岩見沢（イワミザワ）,47413.0,2024,7,30,3,0,22.0,4,1.0,16.0,4.0,,,,,,,0.0,32.9,4,2024,7,21,35.7,8,2023,8,25,35.5,8,2021,7,31,1946,2024-07-30
15431,北海道空知地方,長沼（ナガヌマ）,,2024,7,30,3,0,22.4,4,0.0,20.0,4.0,,,,,,,0.0,34.0,4,2024,7,22,35.2,8,2023,8,24,35.0,8,2021,7,31,1977,2024-07-30
15442,北海道空知地方,夕張（ユウバリ）,,2024,7,30,3,0,20.8,4,0.0,30.0,4.0,,,,,,,0.0,33.0,4,2024,7,21,35.0,8,2021,7,28,35.0,8,2021,7,28,1976,2024-07-30
16026,北海道後志地方,美国（ビクニ）,,2024,7,30,3,0,21.3,4,0.0,2.0,4.0,,,,,,,0.0,30.6,4,2024,7,20,35.2,8,2023,8,31,34.0,8,2018,7,29,1977,2024-07-30
16061,北海道後志地方,神恵内（カモエナイ）,,2024,7,30,3,0,21.8,4,0.0,14.0,4.0,,,,,,,0.0,32.3,4,2024,7,21,33.5,8,2021,7,28,33.5,8,2021,7,28,1977,2024-07-30
16076,北海道後志地方,余市（ヨイチ）,,2024,7,30,3,0,21.6,4,0.0,23.0,4.0,,,,,,,0.0,33.5,4,2024,7,21,34.9,8,1984,8,16,34.6,8,2000,7,31,1977,2024-07-30
16091,北海道後志地方,小樽（オタル）,47411.0,2024,7,30,3,0,22.4,4,0.0,41.0,4.0,,,,,,,0.0,31.8,4,2024,7,22,36.2,8,2021,7,28,36.2,8,2021,7,28,1943,2024-07-30
16156,北海道後志地方,共和（キョウワ）,,2024,7,30,3,0,22.4,4,0.0,12.0,4.0,,,,,,,0.0,34.3,4,2024,7,21,35.0,8,2023,8,10,34.7,8,2021,7,28,1977,2024-07-30
16206,北海道後志地方,蘭越（ランコシ）,,2024,7,30,3,0,22.3,4,0.0,41.0,4.0,,,,,,,0.0,32.0,4,2024,7,21,35.4,8,2023,8,23,33.7,8,2000,7,31,1977,2024-07-30
16217,北海道後志地方,倶知安（クッチャン）,47433.0,2024,7,30,3,0,22.0,4,1.0,33.0,4.0,,,,,,,0.0,31.9,4,2024,7,18,34.6,8,2023,8,23,34.1,8,2000,7,31,1944,2024-07-30
16252,北海道後志地方,寿都（スッツ）,47421.0,2024,7,30,3,0,22.3,4,1.0,52.0,4.0,,,,,,,0.0,30.8,4,2024,7,22,34.0,8,1904,8,20,33.0,8,1924,7,20,1884,2024-07-30
16281,北海道後志地方,真狩（マッカリ）,,2024,7,30,3,0,20.9,4,2.0,2.0,4.0,,,,,,,0.0,28.5,4,2024,7,20,32.3,8,2021,7,27,32.3,8,2021,7,27,1978,2024-07-30
16286,北海道後志地方,喜茂別（キモベツ）,,2024,7,30,3,0,21.5,4,2.0,40.0,4.0,,,,,,,0.0,30.7,4,2024,7,17,34.5,8,2023,8,25,34.1,8,2021,7,27,1977,2024-07-30
16321,北海道後志地方,黒松内（クロマツナイ）,,2024,7,30,3,0,22.3,4,0.0,17.0,4.0,,,,,,,0.0,33.2,4,2024,7,22,34.5,8,2021,7,18,34.5,8,2021,7,18,1977,2024-07-30
17036,北海道網走・北見・紋別地方,雄武（オウム）,47405.0,2024,7,30,3,0,19.1,4,0.0,2.0,4.0,,,,,,,0.0,31.7,4,2024,6,29,35.3,8,2023,8,17,35.2,8,2018,7,31,1942,2024-07-30
17076,北海道網走・北見・紋別地方,興部（オコッペ）,,2024,7,30,3,0,19.4,4,0.0,3.0,4.0,,,,,,,0.0,32.2,4,2024,7,23,34.3,8,1999,8,9,34.1,8,1978,7,29,1977,2024-07-30
17091,北海道網走・北見・紋別地方,西興部（ニシオコッペ）,,2024,7,30,3,0,20.0,4,0.0,53.0,4.0,,,,,,,0.0,32.8,4,2024,7,21,36.4,8,1978,8,3,35.7,8,2018,7,29,1977,2024-07-30
17112,北海道網走・北見・紋別地方,紋別（モンベツ）,47435.0,2024,7,30,3,0,19.6,4,0.0,19.0,4.0,,,,,,,0.0,33.7,4,2024,7,23,37.0,8,2019,5,26,36.3,8,1978,7,13,1956,2024-07-30
17116,北海道網走・北見・紋別地方,紋別小向（モンベツコムカイ）,,2024,7,30,3,0,19.3,4,0.0,29.0,4.0,,,,,,,0.0,32.5,4,2024,7,23,37.2,8,2019,5,26,34.6,8,2004,7,24,2003,2024-07-30
17166,北海道網走・北見・紋別地方,湧別（ユウベツ）,,2024,7,30,3,0,19.9,4,0.0,2.0,4.0,,,,,,,0.0,34.8,4,2024,7,22,38.5,8,2019,5,26,34.9,8,1978,7,13,1977,2024-07-30
17196,北海道網走・北見・紋別地方,滝上（タキノウエ）,,2024,7,30,3,0,19.4,4,0.0,21.0,4.0,,,,,,,0.0,36.0,4,2024,7,21,37.7,8,1978,8,3,36.5,8,2021,7,30,1977,2024-07-30
17246,北海道網走・北見・紋別地方,常呂（トコロ）,,2024,7,30,3,0,19.8,4,0.0,42.0,4.0,,,,,,,0.0,34.2,4,2024,7,21,36.9,8,1994,8,7,36.7,8,2021,7,28,1977,2024-07-30
17306,北海道網走・北見・紋別地方,遠軽（エンガル）,,2024,7,30,3,0,19.9,4,0.0,1.0,4.0,,,,,,,0.0,35.7,4,2024,7,21,37.7,8,2019,5,26,36.4,8,2000,7,31,1977,2024-07-30
17316,北海道網走・北見・紋別地方,佐呂間（サロマ）,,2024,7,30,3,0,19.9,4,0.0,4.0,4.0,,,,,,,0.0,36.0,4,2024,7,23,39.5,8,2019,5,26,36.7,8,2021,7,28,1977,2024-07-30
17341,北海道網走・北見・紋別地方,網走（アバシリ）,47409.0,2024,7,30,3,0,19.5,4,1.0,46.0,4.0,,,,,,,0.0,33.5,4,2024,7,22,37.6,8,1994,8,7,37.0,8,2000,7,31,1889,2024-07-30
17351,北海道網走・北見・紋別地方,宇登呂（ウトロ）,,2024,7,30,3,0,19.4,4,0.0,1.0,4.0,,,,,,,0.0,33.1,4,2024,7,22,35.3,8,2020,8,11,34.2,8,2021,7,28,1978,2024-07-30
17482,北海道網走・北見・紋別地方,白滝（シラタキ）,,2024,7,30,3,0,18.9,4,0.0,14.0,4.0,,,,,,,0.0,34.1,4,2024,7,21,34.1,8,2024,7,21,34.1,8,2024,7,21,1993,2024-07-30
17501,北海道網走・北見・紋別地方,生田原（イクタハラ）,,2024,7,30,3,0,20.1,4,0.0,1.0,4.0,,,,,,,0.0,35.4,4,2024,7,21,37.0,8,2019,5,26,35.9,8,2021,7,18,1977,2024-07-30
17521,北海道網走・北見・紋別地方,北見（キタミ）,,2024,7,30,3,0,20.4,4,0.0,3.0,4.0,,,,,,,0.0,35.0,4,2024,7,23,38.1,8,2019,5,26,37.2,8,2021,7,18,1976,2024-07-30
17531,北海道網走・北見・紋別地方,女満別（メマンベツ）,,2024,7,30,3,0,20.0,4,1.0,42.0,4.0,,,,,,,0.0,35.8,4,2024,7,23,37.7,8,2019,5,26,36.7,8,2021,7,18,2003,2024-07-30
17546,北海道網走・北見・紋別地方,小清水（コシミズ）,,2024,7,30,3,0,20.0,4,0.0,3.0,4.0,,,,,,,0.0,34.9,4,2024,7,22,36.7,8,2019,5,26,36.3,8,2000,7,31,1977,2024-07-30
17561,北海道網走・北見・紋別地方,斜里（シャリ）,,2024,7,30,3,0,19.8,4,0.0,19.0,4.0,,,,,,,0.0,34.7,4,2024,7,22,37.1,8,2023,8,26,36.7,8,2021,7,28,1977,2024-07-30
17596,北海道網走・北見・紋別地方,留辺蘂（ルベシベ）,,2024,7,30,3,0,19.1,4,2.0,6.0,4.0,,,,,,,0.0,34.0,4,2024,7,21,36.4,8,2019,5,26,35.6,8,2017,7,15,1978,2024-07-30
17607,北海道網走・北見・紋別地方,境野（サカイノ）,,2024,7,30,3,0,20.0,4,1.0,26.0,4.0,,,,,,,0.0,35.2,4,2024,7,21,37.4,8,2021,7,18,37.4,8,2021,7,18,1977,2024-07-30
17631,北海道網走・北見・紋別地方,美幌（ビホロ）,,2024,7,30,3,0,19.5,4,0.0,6.0,4.0,,,,,,,0.0,36.2,4,2024,7,23,37.4,8,2019,5,26,37.0,8,2017,7,15,1977,2024-07-30
17717,北海道網走・北見・紋別地方,津別（ツベツ）,,2024,7,30,3,0,19.9,4,0.0,9.0,4.0,,,,,,,0.0,35.6,4,2024,7,22,38.0,8,2019,5,26,37.1,8,2021,7,18,1988,2024-07-30
18038,北海道根室地方,羅臼（ラウス）,,2024,7,30,3,0,19.5,4,2.0,55.0,4.0,,,,,,,0.0,32.7,4,2024,7,23,32.7,8,2024,7,23,32.7,8,2024,7,23,2005,2024-07-30
18136,北海道根室地方,標津（シベツ）,,2024,7,30,3,0,17.9,4,2.0,26.0,4.0,,,,,,,0.0,33.8,4,2024,7,22,35.0,8,2010,8,6,33.9,8,2017,7,13,1977,2024-07-30
18161,北海道根室地方,上標津（カミシベツ）,,2024,7,30,3,0,17.9,4,1.0,0.0,4.0,,,,,,,0.0,32.4,4,2024,7,23,35.2,8,2019,5,26,35.2,8,2017,7,15,2003,2024-07-30
18171,北海道根室地方,中標津（ナカシベツ）,,2024,7,30,3,0,18.3,4,0.0,6.0,4.0,,,,,,,0.0,34.1,4,2024,7,23,36.5,8,2019,5,26,35.2,8,2017,7,15,1977,2024-07-30
18174,北海道根室地方,根室中標津（ネムロナカシベツ）,,2024,7,30,3,0,17.9,4,0.0,15.0,4.0,,,,,,,0.0,34.4,4,2024,7,23,36.8,8,2019,5,26,35.0,8,2017,7,15,2003,2024-07-30
18256,北海道根室地方,別海（ベツカイ）,,2024,7,30,3,0,19.3,4,1.0,14.0,4.0,,,,,,,0.0,34.2,4,2024,7,23,36.6,8,2019,5,26,35.1,8,2017,7,15,1977,2024-07-30
18273,北海道根室地方,根室（ネムロ）,47420.0,2024,7,30,3,0,18.4,4,1.0,9.0,4.0,,,,,,,0.0,32.6,4,2024,7,23,34.0,8,2019,5,26,33.1,8,2023,7,30,1879,2024-07-30
18281,北海道根室地方,納沙布（ノサップ）,,2024,7,30,3,0,17.5,4,0.0,42.0,4.0,,,,,,,0.0,32.1,4,2024,7,23,33.5,8,2020,8,11,33.3,8,2023,7,30,1977,2024-07-30
18311,北海道根室地方,厚床（アットコ）,,2024,7,30,3,0,18.8,4,1.0,37.0,4.0,,,,,,,0.0,32.4,4,2024,7,23,34.9,8,2015,8,5,33.3,8,2023,7,30,1977,2024-07-30
19021,北海道釧路地方,川湯（カワユ）,,2024,7,30,3,0,19.6,4,0.0,7.0,4.0,,,,,,,0.0,33.6,4,2024,7,23,36.0,8,2019,5,26,35.0,8,2021,7,18,1977,2024-07-30
19051,北海道釧路地方,弟子屈（テシカガ）,,2024,7,30,3,0,19.8,4,0.0,3.0,4.0,,,,,,,0.0,32.8,4,2024,7,23,35.7,8,2019,5,26,34.4,8,2021,7,18,1977,2024-07-30
19076,北海道釧路地方,阿寒湖畔（アカンコハン）,,2024,7,30,3,0,19.4,4,0.0,14.0,4.0,,,,,,,0.0,31.7,4,2024,7,23,35.5,8,2019,5,26,34.9,8,2017,7,15,1977,2024-07-30
19151,北海道釧路地方,標茶（シベチャ）,,2024,7,30,3,0,19.3,4,0.0,22.0,4.0,,,,,,,0.0,33.0,4,2024,7,21,35.1,8,2023,8,25,34.4,8,2004,7,31,1977,2024-07-30
19191,北海道釧路地方,鶴居（ツルイ）,,2024,7,30,3,0,19.7,4,0.0,12.0,4.0,,,,,,,0.0,34.2,4,2024,7,23,35.1,8,2010,8,7,34.7,8,2017,7,15,1977,2024-07-30
19261,北海道釧路地方,中徹別（ナカテシベツ）,,2024,7,30,3,0,20.3,4,0.0,6.0,4.0,,,,,,,0.0,33.9,4,2024,7,22,36.1,8,2019,5,26,35.7,8,2023,7,26,1977,2024-07-30
